X,Y
187.88887398406126,140.21500138042046
187.60685169537973,139.89307672218158
187.322812274603,139.57293040510115
187.03676693512097,139.25457506800754
186.74872696951388,138.9380232790244
186.4587037491064,138.62328753507433
186.1667087235186,138.3103802613855
185.87275342021422,137.9993138110014
185.5768494440452,137.69010046429278
185.27900847679393,137.3827524284732
184.97924227671172,137.07728183711674
184.67756267805495,136.7737007496794
184.37398159061757,136.4720211510226
184.06851099926115,136.17225495094044
183.76116296344156,135.87441398368915
183.45194961673295,135.57851000752012
183.14088316634886,135.28455470421574
182.82797589266002,134.99255967862794
182.51324014870994,134.70253645822046
182.19668835972675,134.41449649261335
181.8783330226332,134.12845115313135
181.5581867055527,133.8444117323546
181.2362620473139,133.56238944367308
180.9125717569509,133.28239542084393
180.58712861320217,133.0044407175516
180.2599454640058,132.728536306972
179.93103522599225,132.45469308133866
179.60041088397458,132.1829218515134
179.2680854904357,131.91323334655897
178.93407216501302,131.64563821331572
178.59838409398083,131.38014701598138
178.26103452972927,131.11677023569374
177.92203679024163,130.85551827011722
177.58140425856809,130.59640143303199
177.2391503822978,130.33942995392718
176.89528867302772,130.0846139775967
176.54983270582943,129.83196356373907
176.20279611871297,129.58148868655996
175.8541926120885,129.33319923437864
175.50403594822563,129.08710500923758
175.15233995070986,128.84321572651533
174.799118503897,128.60154101454327
174.4443855523649,128.36209041422515
174.0881551003632,128.1248733786607
173.73044121126003,127.88989927277225
173.37125800698735,127.65717737293522
173.010619667483,127.42671686661174
172.64854043013105,127.19852685198788
172.28503458919994,126.97261633761482
171.92011649527774,126.74899424205277
171.55380055470602,126.5276693935192
171.18610122901083,126.30865052954013
170.817033034332,126.09194629660534
170.44661054084986,125.87756524982683
170.07484837221025,125.66551585260129
169.701761204947,125.45580647627582
169.32736376790257,125.24844539981748
168.95167084164683,125.04344080948658
168.57469725789312,124.84080079851327
168.1964578989131,124.64053336677824
167.81696769694898,124.44264642049676
167.4362416336242,124.24714777190665
167.05429473935175,124.0540451389598
166.67114209274112,123.86334614501752
166.28679882000267,123.67505831854955
165.90128009435062,123.48918909283685
165.51460113540435,123.30574580567827
165.12677720858687,123.12473569910061
164.73782362452286,122.94616591907298
164.34775573843382,122.77004351522453
163.9565889495319,122.59637544056616
163.56433870041218,122.42516855121613
163.17102047644295,122.25642960612927
162.77664980515414,122.09016526683021
162.38124225562453,121.92638209715034
161.98481343786727,121.7650865629688
161.58737900221314,121.60628503195707
161.18895463869328,121.44998377332769
160.78955607641927,121.29618895758674
160.38919908296242,121.14490665629017
159.98789946373137,120.9961428418042
159.58567306134805,120.84990338706956
159.18253575502197,120.70619406536946
158.77850345992368,120.56502055010185
158.37359212655653,120.42638841455543
157.96781774012646,120.2903031316895
157.56119631991163,120.15677007391803
157.15374391862935,120.02579451289749
156.7454766218027,119.89738161931875
156.3364105471256,119.77153646270297
155.92656184382628,119.64826401120148
155.51594669202967,119.52756913139959
155.10458130211887,119.40945658812444
154.6924819140952,119.29393104425705
154.27966479693677,119.18099706054805
153.8661462479566,119.07065909543776
153.4519425921589,118.96292150488013
153.03707018159474,118.85778854217071
152.62154539471658,118.75526435777888
152.20538463573143,118.65535299918389
151.7886043339536,118.55805841071512
151.3712209431556,118.46338443339627
150.9532509409192,118.37133480479393
150.53471082798424,118.28191315886977
150.1156171275979,118.19512302583729
149.69598638486173,118.11096783202231
149.2758351660789,118.02945089972779
148.85518005810027,117.95057544710265
148.4340376676691,117.8743445880147
148.0124246207659,117.8007613319277
147.5903575619518,117.72982858378263
147.16785315371172,117.66154914388295
146.74492807579605,117.595925707784
146.32159902456291,117.53296086618668
145.89788271231828,117.47265710483515
145.4737958666566,117.41501680441861
145.04935522980048,117.36004224047745
144.6245775579394,117.30773558331332
144.19947962056867,117.25809889790348
143.77407819982687,117.21113414381928
143.34839008983363,117.16684317514877
142.92243209602668,117.12522774042358
142.49622103449838,117.08628948254983
142.06977373133154,117.05002993874325
141.64310702193544,117.01645054046853
141.2162377503813,116.98555261338284
140.78918276873696,116.95733737728342
140.36195893640198,116.93180594605948
139.93458311944167,116.90895932764823
139.5070721899214,116.88879842399501
139.07944302524075,116.8713240310178
138.65171250746698,116.8565368385757
138.22389752266847,116.84443743044177
137.79601496024824,116.8350262842799
137.3680817122773,116.82830377162604
136.94011467282743,116.82427015787349
136.5121307373047,116.82292560226237
136.0841468017819,116.82427015787349
135.65617976233204,116.82830377162604
135.22824651436105,116.8350262842799
134.80036395194088,116.84443743044177
134.37254896714236,116.8565368385757
133.94481844936854,116.8713240310178
133.51718928468796,116.88879842399501
133.0896783551677,116.90895932764823
132.66230253820737,116.93180594605948
132.23507870587238,116.95733737728342
131.80802372422804,116.98555261338284
131.38115445267385,117.01645054046854
130.9544877432778,117.05002993874325
130.52804044011097,117.08628948254983
130.1018293785826,117.1252277404236
129.67587138477572,117.16684317514877
129.25018327478247,117.21113414381928
128.82478185404068,117.25809889790348
128.39968391666994,117.30773558331332
127.97490624480888,117.36004224047745
127.55046560795276,117.41501680441861
127.12637876229108,117.47265710483515
126.70266245004645,117.5329608661867
126.27933339881322,117.595925707784
125.85640832089764,117.66154914388297
125.43390391265747,117.72982858378265
125.01183685384345,117.80076133192772
124.59022380694027,117.8743445880147
124.16908141650907,117.95057544710266
123.74842630853044,118.02945089972779
123.32827508974763,118.11096783202233
122.90864434701147,118.19512302583729
122.48955064662505,118.2819131588698
122.07101053369014,118.37133480479395
121.65304053145368,118.4633844333963
121.23565714065575,118.55805841071512
120.81887683887791,118.65535299918389
120.40271607989277,118.75526435777888
119.98719129301462,118.85778854217071
119.57231888245045,118.96292150488013
119.15811522665275,119.07065909543778
118.74459667767259,119.18099706054805
118.33177956051415,119.29393104425706
117.91968017249042,119.40945658812446
117.50831478257967,119.52756913139959
117.09769963078308,119.64826401120149
116.68785092748368,119.771536462703
116.27878485280662,119.89738161931875
115.87051755598,120.0257945128975
115.46306515469773,120.15677007391804
115.05644373448288,120.2903031316895
114.65066934805282,120.42638841455545
114.24575801468559,120.56502055010188
113.84172571958739,120.70619406536947
113.43858841326131,120.84990338706956
113.03636201087792,120.99614284180423
112.63506239164693,121.14490665629017
112.2347053981901,121.29618895758676
111.83530683591609,121.44998377332772
111.4368824723962,121.60628503195707
111.03944803674209,121.76508656296882
110.64301921898476,121.92638209715038
110.24761166945521,122.09016526683023
109.8532409981664,122.25642960612929
109.45992277419711,122.42516855121616
109.06767252507746,122.59637544056618
108.67650573617553,122.77004351522456
108.28643785008649,122.946165919073
107.89748426602249,123.12473569910063
107.50966033920501,123.30574580567827
107.12298138025866,123.48918909283688
106.7374626546067,123.67505831854956
106.35311938186824,123.86334614501752
105.9699667352576,124.0540451389598
105.58801984098514,124.24714777190667
105.20729377766031,124.4426464204968
104.82780357569624,124.64053336677826
104.44956421671624,124.84080079851329
104.07259063296252,125.0434408094866
103.69689770670672,125.24844539981753
103.32250026966236,125.45580647627582
102.9494131023991,125.6655158526013
102.5776509337595,125.87756524982683
102.20722844027735,126.09194629660536
101.83816024559849,126.30865052954019
101.47046091990333,126.52766939351923
101.10414497933162,126.74899424205279
100.73922688540941,126.97261633761485
100.37572104447824,127.19852685198794
100.01364180712635,127.42671686661174
99.65300346762201,127.65717737293525
99.29382026334933,127.88989927277225
98.93610637424617,128.1248733786607
98.57987592224438,128.3620904142252
98.22514297071234,128.6015410145433
97.8719215238995,128.84321572651535
97.52022552638371,129.08710500923758
97.17006886252081,129.3331992343787
96.82146535589638,129.58148868656
96.47442876877992,129.83196356373907
96.12897280158163,130.08461397759672
95.78511109231155,130.3394299539272
95.44285721604123,130.59640143303204
95.10222468436771,130.85551827011724
94.76322694488007,131.11677023569376
94.42587738062852,131.38014701598138
94.09018930959633,131.64563821331572
93.75617598417367,131.913233346559
93.42385059063476,132.1829218515134
93.09322624861711,132.4546930813387
92.76431601060355,132.728536306972
92.43713286140715,133.00444071755166
92.11168971765844,133.28239542084393
91.78799942729543,133.5623894436731
91.46607476905658,133.84441173235464
91.14592845197616,134.12845115313138
90.82757311488257,134.4144964926134
90.5110213258994,134.7025364582205
90.1962855819493,134.99255967862797
89.8833783082605,135.28455470421574
89.5723118578764,135.57851000752015
89.26309851116778,135.87441398368918
88.95575047534817,136.17225495094047
88.65027988399176,136.47202115102266
88.34669879655439,136.7737007496794
88.04501919789763,137.07728183711677
87.74525299781544,137.38275242847322
87.44741203056414,137.69010046429284
87.15150805439512,137.99931381100143
86.85755275109072,138.31038026138555
86.56555772550294,138.62328753507433
86.27553450509546,138.93802327902443
85.98749453948838,139.25457506800757
85.70144920000635,139.57293040510118
85.4174097792296,139.8930767221816
85.1353874905481,140.2150013804205
84.8553934677189,140.5386916707835
84.5774387644266,140.8641348145322
84.30153435384696,141.19131796372858
84.02769112821366,141.52022820174213
83.75591989838841,141.8508525437598
83.48623139343395,142.1831779372987
83.21863626019072,142.51719126272133
82.95314506285635,142.85287933375355
82.68976828256874,143.19022889800507
82.42851631699219,143.52922663749277
82.16939947990699,143.8698591691663
81.91242800080217,144.21211304543658
81.65761202447172,144.55597475470663
81.40496161061407,144.90143072190492
81.15448673343495,145.24846730902144
80.90619728125364,145.59707081564588
80.66010305611256,145.94722747950874
80.41621377339034,146.29892347702452
80.17453906141827,146.6521449238374
79.93508846110015,147.00687787536947
79.69787142553568,147.3631083273712
79.46289731964728,147.72082221647432
79.23017541981024,148.08000542074703
78.99971491348671,148.4406437602514
78.77152489886289,148.80272299760333
78.54561438448982,149.16622883853444
78.32199228892777,149.53114693245664
78.1006674403942,149.89746287302836
77.88164857641515,150.26516219872354
77.66494434348034,150.63423039340236
77.45056329670183,151.0046528868845
77.23851389947629,151.37641505552412
77.02880452315081,151.7495022227874
76.82144344669248,152.1238996598318
76.61643885636158,152.49959258608757
76.41379884538827,152.87656616984125
76.21353141365324,153.2548055288213
76.01564446737177,153.63429573078537
75.82014581878167,154.01502179411017
75.6270431858348,154.3969686883826
75.43634419189252,154.78012133499325
75.24805636542453,155.16446460773173
75.06218713971185,155.54998333338372
74.87874385255326,155.93666229233006
74.69773374597561,156.3244862191475
74.51916396594797,156.71343980321154
74.34304156209953,157.10350768930059
74.16937348744116,157.49467447820248
73.99816659809115,157.88692472732217
73.82942765300427,158.28024295129143
73.66316331370521,158.67461362258027
73.49938014402534,159.07002117210982
73.3380846098438,159.46644998986713
73.17928307883207,159.86388442552123
73.0229818202027,160.2623087890411
72.86918700446174,160.66170735131513
72.71790470316517,161.06206434477195
72.56914088867921,161.46336396400295
72.42290143394456,161.86559036638633
72.27919211224444,162.26872767271243
72.13801859697686,162.67275996781066
71.99938646143043,163.07767130117787
71.8633011785645,163.4834456876079
71.72976812079303,163.89006710782274
71.59879255977249,164.29751950910506
71.47037966619375,164.70578680593164
71.34453450957798,165.11485288060874
71.22126205807649,165.5247015839081
71.10056717827457,165.93531673570473
70.98245463499944,166.3466821256155
70.86692909113205,166.7587815136392
70.75399510742307,167.17159863079758
70.64365714231276,167.58511717977777
70.53591955175511,167.9993208355755
70.43078658904571,168.41419324613963
70.32826240465388,168.8297180330178
70.22835104605889,169.24587879200294
70.1310564575901,169.6626590937808
70.03638248027127,170.08004248457877
69.94433285166893,170.49801248681516
69.85491120574478,170.9165525997501
69.76812107271229,171.3356463001365
69.68396587889731,171.75527704287268
69.60244894660279,172.17542826165547
69.52357349397765,172.59608336963413
69.4473426348897,173.0172257600653
69.3737593788027,173.43883880696848
69.30282663065763,173.86090586578254
69.23454719075795,174.28341027402266
69.168923754659,174.70633535193826
69.10595891306168,175.12966440317146
69.04565515171015,175.55338071541613
68.98801485129361,175.9774675610778
68.93304028735245,176.40190819793392
68.88073363018832,176.82668586979494
68.83109694477847,177.25178380716574
68.78413219069427,177.67718522790753
68.73984122202377,178.10287333790075
68.6982257872986,178.52883133170764
68.65928752942483,178.955042393236
68.62302798561825,179.38148969640287
68.58944858734353,179.80815640579894
68.55855066025784,180.2350256773531
68.53033542415842,180.66208065899738
68.50480399293448,181.08930449133243
68.48195737452323,181.51668030829273
68.46179647087001,181.94419123781296
68.4443220778928,182.3718204024936
68.4295348854507,182.7995509202674
68.41743547731677,183.22736590506594
68.4080243311549,183.65524846748613
68.40130181850104,184.0831817154571
68.39726820474849,184.51114875490694
68.39592364913737,184.9391326904297
68.39726820474849,185.3671166259525
68.40130181850104,185.79508366540233
68.4080243311549,186.2230169133733
68.41743547731677,186.6508994757935
68.4295348854507,187.07871446059204
68.4443220778928,187.50644497836583
68.46179647087001,187.93407414304644
68.48195737452323,188.36158507256664
68.50480399293448,188.788960889527
68.53033542415842,189.21618472186202
68.55855066025784,189.64323970350634
68.58944858734353,190.0701089750605
68.62302798561825,190.49677568445657
68.65928752942484,190.92322298762343
68.6982257872986,191.34943404915177
68.73984122202378,191.77539204295869
68.78413219069427,192.20108015295185
68.83109694477848,192.6264815736937
68.88073363018833,193.05157951106446
68.93304028735245,193.47635718292548
68.98801485129363,193.90079781978164
69.04565515171015,194.32488466544328
69.1059589130617,194.74860097768797
69.168923754659,195.17193002892114
69.23454719075797,195.59485510683672
69.30282663065765,196.01735951507686
69.3737593788027,196.43942657389093
69.4473426348897,196.86103962079414
69.52357349397766,197.2821820112253
69.6024489466028,197.70283711920396
69.68396587889733,198.12298833798673
69.7681210727123,198.54261908072291
69.85491120574478,198.9617127811093
69.94433285166893,199.38025289404422
70.0363824802713,199.79822289628066
70.13105645759012,200.21560628707863
70.2283510460589,200.6323865888565
70.32826240465388,201.0485473478416
70.43078658904572,201.4640721347198
70.53591955175513,201.87894454528393
70.64365714231278,202.29314820108164
70.75399510742307,202.7066667500618
70.86692909113205,203.11948386722023
70.98245463499946,203.53158325524393
71.10056717827459,203.9429486451547
71.22126205807649,204.3535637969513
71.344534509578,204.7634125002507
71.47037966619376,205.17247857492777
71.5987925597725,205.58074587175437
71.72976812079304,205.98819827303663
71.86330117856451,206.39481969325152
71.99938646143045,206.80059407968156
72.13801859697688,207.20550541304874
72.27919211224446,207.609537708147
72.42290143394457,208.01267501447307
72.56914088867923,208.41490141685645
72.71790470316517,208.81620103608748
72.86918700446175,209.21655802954427
73.0229818202027,209.61595659181828
73.17928307883209,210.0143809553382
73.3380846098438,210.41181539099227
73.49938014402537,210.80824420874958
73.66316331370523,211.20365175827916
73.8294276530043,211.598022429568
73.99816659809116,211.99134065353726
74.16937348744119,212.38359090265695
74.34304156209953,212.77475769155882
74.519163965948,213.1648255776479
74.69773374597563,213.5537791617119
74.87874385255327,213.94160308852935
75.06218713971188,214.32828204747568
75.24805636542456,214.71380077312767
75.43634419189253,215.09814404586615
75.62704318583482,215.48129669247683
75.82014581878167,215.86324358674923
76.01564446737177,216.24396965007404
76.21353141365326,216.62345985203814
76.4137988453883,217.00169921101815
76.6164388563616,217.37867279477186
76.82144344669251,217.75436572102763
77.02880452315082,218.128763158072
77.23851389947632,218.50185032533528
77.45056329670186,218.87361249397492
77.66494434348036,219.244034987457
77.88164857641516,219.61310318213586
78.10066744039423,219.98080250783104
78.32199228892779,220.34711844840277
78.54561438448984,220.71203654232497
78.7715248988629,221.0755423832561
78.99971491348674,221.437621620608
79.23017541981025,221.79825996011238
79.46289731964728,222.15744316438506
79.69787142553571,222.51515705348822
79.93508846110018,222.87138750548996
80.1745390614183,223.22612045702203
80.41621377339038,223.57934190383492
80.66010305611258,223.93103790135066
80.90619728125367,224.28119456521353
81.154486733435,224.629798071838
81.4049616106141,224.9768346589545
81.65761202447173,225.32229062615278
81.9124280008022,225.66615233542282
82.16939947990701,226.0084062116931
82.42851631699223,226.34903874336663
82.68976828256876,226.68803648285433
82.95314506285638,227.02538604710585
83.21863626019075,227.36107411813808
83.48623139343398,227.6950874435607
83.75591989838843,228.0274128370996
84.02769112821369,228.35803717911728
84.30153435384699,228.68694741713082
84.57743876442663,229.0141305663272
84.85539346771893,229.33957371007594
85.13538749054813,229.66326400043894
85.41740977922963,229.9851886586778
85.7014492000064,230.30533497575823
85.9874945394884,230.6236903128518
86.27553450509548,230.94024210183497
86.56555772550297,231.25497784578505
86.85755275109075,231.56788511947386
87.15150805439515,231.87895156985797
87.44741203056418,232.1881649165666
87.74525299781547,232.4955129523862
88.04501919789766,232.80098354374263
88.34669879655443,233.10456463117998
88.65027988399177,233.40624422983674
88.95575047534821,233.70601042991893
89.26309851116781,234.00385139717022
89.57231185787643,234.29975537333925
89.88337830826055,234.59371067664364
90.19628558194934,234.88570570223143
90.51102132589945,235.17572892263894
90.8275731148826,235.46376888824602
91.14592845197618,235.74981422772802
91.4660747690566,236.03385364850476
91.78799942729547,236.31587593718626
92.11168971765849,236.5958699600155
92.4371328614072,236.87382466330777
92.76431601060357,237.14972907388739
93.09322624861713,237.42357229952069
93.42385059063477,237.69534352934596
93.75617598417372,237.96503203430044
94.09018930959634,238.23262716754365
94.42587738062858,238.49811836487805
94.76322694488007,238.76149514516564
95.10222468436778,239.0227471107422
95.44285721604129,239.2818639478274
95.78511109231155,239.5388354269322
96.12897280158163,239.79365140326266
96.47442876877992,240.0463018171203
96.82146535589645,240.29677669429944
97.17006886252088,240.54506614648074
97.52022552638377,240.79116037162183
97.87192152389952,241.03504965434402
98.22514297071235,241.27672436631607
98.57987592224447,241.51617496663422
98.93610637424618,241.75339200219867
99.29382026334935,241.98836610808712
99.65300346762203,242.22108800792415
100.01364180712642,242.4515485142477
100.37572104447831,242.6797385288715
100.73922688540947,242.90564904324458
101.10414497933164,243.1292711388066
101.47046091990335,243.35059598734017
101.83816024559854,243.56961485131922
102.20722844027736,243.78631908425405
102.57765093375951,244.00070013103254
102.94941310239912,244.2127495282581
103.32250026966243,244.42245890458358
103.6968977067068,244.6298199810419
104.07259063296259,244.8348245713728
104.44956421671625,245.0374645823461
104.82780357569625,245.23773201408113
105.20729377766038,245.4356189603626
105.58801984098515,245.6311176089527
105.96996673525761,245.82422024189958
106.35311938186825,246.01491923584186
106.73746265460676,246.20320706230984
107.12298138025872,246.38907628802252
107.50966033920503,246.5725195751811
107.8974842660225,246.75352968175878
108.2864378500865,246.93209946178638
108.67650573617561,247.10822186563485
109.06767252507748,247.2818899402932
109.45992277419718,247.45309682964324
109.85324099816643,247.62183577473007
110.24761166945528,247.7881001140292
110.64301921898483,247.95188328370904
111.0394480367421,248.11317881789057
111.43688247239623,248.2719803489023
111.8353068359161,248.4282816075317
112.23470539819016,248.58207642327264
112.63506239164695,248.7333587245692
113.03636201087798,248.88212253905516
113.43858841326133,249.02836199378982
113.84172571958746,249.17207131548992
114.24575801468566,249.31324483075753
114.65066934805284,249.45187696630393
115.0564437344829,249.5879622491699
115.46306515469774,249.72149530694134
115.87051755598007,249.8524708679619
116.27878485280664,249.9808837615406
116.68785092748375,250.10672891815642
117.0976996307831,250.23000136965788
117.50831478257976,250.35069624945982
117.9196801724905,250.46880879273493
118.33177956051416,250.58433433660232
118.7445966776726,250.6972683203113
119.15811522665277,250.80760628542163
119.57231888245052,250.91534387597926
119.98719129301463,251.02047683868867
120.40271607989284,251.12300102308052
120.81887683887793,251.22291238167548
121.23565714065576,251.32020697014426
121.65304053145375,251.4148809474631
122.07101053369017,251.50693057606543
122.48955064662512,251.5963522219896
122.90864434701149,251.68314235502208
123.3282750897477,251.76729754883706
123.74842630853045,251.84881448113157
124.16908141650916,251.9276899337567
124.59022380694029,252.00392079284467
125.01183685384346,252.07750404893167
125.43390391265756,252.14843679707673
125.85640832089766,252.21671623697642
126.2793333988133,252.28233967307537
126.70266245004646,252.3453045146727
127.12637876229115,252.40560827602422
127.55046560795279,252.46324857644078
127.97490624480895,252.5182231403819
128.39968391666994,252.57052979754604
128.8247818540407,252.62016648295588
129.25018327478256,252.6671312370401
129.67587138477575,252.71142220571062
130.10182937858266,252.7530376404358
130.528040440111,252.79197589830954
130.9544877432779,252.82823544211612
131.38115445267394,252.86181484039085
131.80802372422806,252.89271276747655
132.23507870587238,252.92092800357597
132.66230253820737,252.9464594347999
133.08967835516776,252.96930605321114
133.51718928468796,252.98946695686436
133.94481844936863,253.00694134984155
134.3725489671424,253.02172854228365
134.80036395194097,253.03382795041762
135.22824651436113,253.04323909657947
135.65617976233207,253.04996160923332
136.08414680178194,253.0539952229859
136.5121307373047,253.055339778597
136.94011467282752,253.0539952229859
137.3680817122773,253.04996160923332
137.7960149602483,253.04323909657947
138.2238975226685,253.03382795041762
138.65171250746707,253.02172854228365
139.07944302524083,253.00694134984155
139.50707218992142,252.98946695686436
139.93458311944167,252.96930605321114
140.361958936402,252.9464594347999
140.78918276873705,252.92092800357597
141.21623775038134,252.89271276747655
141.64310702193552,252.86181484039085
142.06977373133154,252.82823544211612
142.4962210344984,252.79197589830954
142.92243209602677,252.75303764043576
143.34839008983363,252.71142220571062
143.77407819982687,252.6671312370401
144.1994796205687,252.62016648295588
144.6245775579395,252.57052979754604
145.04935522980048,252.5182231403819
145.47379586665667,252.46324857644075
145.89788271231828,252.40560827602422
146.32159902456291,252.34530451467268
146.74492807579614,252.28233967307537
147.16785315371172,252.21671623697642
147.5903575619519,252.14843679707673
148.01242462076593,252.07750404893167
148.43403766766914,252.00392079284467
148.8551800581003,251.9276899337567
149.275835166079,251.84881448113157
149.69598638486173,251.76729754883706
150.1156171275979,251.68314235502208
150.53471082798433,251.59635222198958
150.95325094091922,251.50693057606543
151.3712209431557,251.41488094746308
151.78860433395363,251.32020697014426
152.20538463573152,251.22291238167548
152.6215453947166,251.1230010230805
153.03707018159474,251.02047683868867
153.45194259215893,250.91534387597926
153.8661462479566,250.8076062854216
154.27966479693683,250.6972683203113
154.69248191409523,250.58433433660232
155.10458130211896,250.46880879273493
155.5159466920297,250.3506962494598
155.92656184382633,250.23000136965788
156.3364105471257,250.1067289181564
156.74547662180274,249.9808837615406
157.15374391862937,249.85247086796187
157.56119631991163,249.72149530694134
157.96781774012655,249.58796224916983
158.37359212655656,249.45187696630393
158.77850345992377,249.3132448307575
159.18253575502197,249.17207131548992
159.5856730613481,249.02836199378982
159.98789946373145,248.88212253905516
160.38919908296242,248.7333587245692
160.78955607641927,248.5820764232726
161.18895463869328,248.4282816075317
161.5873790022132,248.27198034890228
161.98481343786727,248.11317881789057
162.3812422556246,247.951883283709
162.77664980515416,247.78810011402916
163.171020476443,247.62183577473007
163.56433870041226,247.45309682964321
163.95658894953192,247.28188994029318
164.34775573843382,247.10822186563485
164.7378236245229,246.93209946178638
165.12677720858693,246.75352968175872
165.51460113540435,246.5725195751811
165.9012800943507,246.3890762880225
166.28679882000267,246.20320706230982
166.67114209274112,246.01491923584186
167.05429473935183,245.82422024189955
167.43624163362423,245.6311176089527
167.81696769694906,245.43561896036258
168.19645789891314,245.23773201408113
168.57469725789318,245.03746458234605
168.95167084164683,244.8348245713728
169.32736376790263,244.62981998104186
169.701761204947,244.42245890458355
170.07484837221025,244.2127495282581
170.44661054084992,244.00070013103252
170.817033034332,243.78631908425402
171.1861012290109,243.5696148513192
171.55380055470604,243.35059598734017
171.9201164952778,243.12927113880656
172.28503458919997,242.90564904324452
172.64854043013113,242.67973852887144
173.010619667483,242.45154851424763
173.37125800698738,242.22108800792412
173.73044121126009,241.98836610808706
174.0881551003632,241.75339200219867
174.44438555236496,241.5161749666342
174.79911850389703,241.27672436631607
175.15233995070992,241.035049654344
175.50403594822566,240.7911603716218
175.8541926120885,240.54506614648074
176.202796118713,240.2967766942994
176.54983270582946,240.0463018171203
176.89528867302778,239.79365140326263
177.23915038229782,239.5388354269322
177.58140425856814,239.28186394782733
177.92203679024163,239.02274711074216
178.26103452972933,238.76149514516558
178.59838409398085,238.498118364878
178.93407216501305,238.23262716754365
179.2680854904357,237.9650320343004
179.6004108839746,237.69534352934596
179.9310352259923,237.42357229952066
180.25994546400582,237.14972907388739
180.58712861320222,236.87382466330774
180.91257175695094,236.59586996001545
181.23626204731397,236.31587593718623
181.5581867055528,236.03385364850476
181.87833302263323,235.749814227728
182.19668835972683,235.46376888824597
182.51324014870994,235.17572892263888
182.82797589266008,234.88570570223138
183.14088316634886,234.59371067664364
183.451949616733,234.2997553733392
183.76116296344156,234.0038513971702
184.06851099926118,233.70601042991893
184.37398159061763,233.40624422983672
184.67756267805498,233.10456463117998
184.97924227671177,232.80098354374257
